r_mm,sag1_mm,min_sag1_mm,max_sag1_mm,sag2_mm,min_sag2_mm,max_sag2_mm
3.327,-0.055392416728867,-0.055492416728867,-0.055292416728867,-0.21569194551387,-0.21579194551387,-0.21559194551387
3.328,-0.0554082045773257,-0.0555082045773257,-0.0553082045773257,-0.215705305527872,-0.215805305527872,-0.215605305527872
3.329,-0.0554239891389914,-0.0555239891389914,-0.0553239891389914,-0.215718660939355,-0.215818660939355,-0.215618660939355
3.33,-0.0554397704387795,-0.0555397704387795,-0.0553397704387795,-0.215732011510501,-0.215832011510501,-0.215632011510501
3.331,-0.0554555485051272,-0.0555555485051272,-0.0553555485051272,-0.21574535724352,-0.21584535724352,-0.21564535724352
3.332,-0.0554713233347542,-0.0555713233347542,-0.0553713233347542,-0.215758698364892,-0.215858698364892,-0.215658698364892
3.333,-0.0554870949243754,-0.0555870949243754,-0.0553870949243754,-0.215772034857094,-0.215872034857094,-0.215672034857094
3.334,-0.0555028632707007,-0.0556028632707007,-0.0554028632707007,-0.215785366279092,-0.215885366279092,-0.215685366279092
3.335,-0.0555186283704349,-0.0556186283704349,-0.0554186283704349,-0.21579869308031,-0.21589869308031,-0.21569869308031
3.336,-0.055534390220278,-0.055634390220278,-0.055434390220278,-0.215812015258263,-0.215912015258264,-0.215712015258264
3.337,-0.0555501487373475,-0.0556501487373475,-0.0554501487373475,-0.215825332541494,-0.215925332541494,-0.215725332541494
3.338,-0.0555659039847533,-0.0556659039847533,-0.0554659039847533,-0.215838644992526,-0.215938644992526,-0.215738644992526
3.339,-0.0555816559721592,-0.0556816559721592,-0.0554816559721592,-0.215851952811154,-0.215951952811154,-0.215751952811154
3.34,-0.0555974046962449,-0.0556974046962449,-0.0554974046962449,-0.215865255937586,-0.215965255937586,-0.215765255937586
3.341,-0.0556131501536849,-0.0557131501536849,-0.0555131501536849,-0.215878554008375,-0.215978554008375,-0.215778554008375
3.342,-0.0556288923411489,-0.0557288923411489,-0.0555288923411489,-0.21589184743761,-0.21599184743761,-0.21579184743761
3.343,-0.0556446312553015,-0.0557446312553015,-0.0555446312553015,-0.215905136222836,-0.216005136222836,-0.215805136222836
3.344,-0.0556603668867391,-0.0557603668867391,-0.0555603668867391,-0.215918420034565,-0.216018420034565,-0.215818420034565
3.345,-0.0556760991509063,-0.0557760991509063,-0.0555760991509063,-0.215931699044371,-0.216031699044371,-0.215831699044371
3.346,-0.0556918281315457,-0.0557918281315457,-0.0555918281315457,-0.215944973401019,-0.216044973401019,-0.215844973401019
3.347,-0.0557075538253018,-0.0558075538253018,-0.0556075538253018,-0.215958242977789,-0.216058242977789,-0.215858242977789
3.348,-0.0557232762288138,-0.0558232762288138,-0.0556232762288138,-0.215971507538065,-0.216071507538065,-0.215871507538065
3.349,-0.0557389953387161,-0.0558389953387161,-0.0556389953387161,-0.215984767436069,-0.216084767436069,-0.215884767436069
3.35,-0.0557547111516381,-0.0558547111516381,-0.0556547111516381,-0.215998022669328,-0.216098022669328,-0.215898022669328
3.351,-0.0557704236642041,-0.0558704236642041,-0.0556704236642041,-0.216011272825292,-0.216111272825292,-0.215911272825292
3.352,-0.0557861328476126,-0.0558861328476126,-0.0556861328476126,-0.216024518234559,-0.216124518234559,-0.215924518234559
3.353,-0.055801838655193,-0.055901838655193,-0.055701838655193,-0.216037758969962,-0.216137758969963,-0.215937758969963
3.354,-0.055817541152078,-0.055917541152078,-0.055717541152078,-0.216050994812533,-0.216150994812533,-0.215950994812533
3.355,-0.0558332403348715,-0.0559332403348715,-0.0557332403348715,-0.216064225702952,-0.216164225702952,-0.215964225702952
3.356,-0.0558489362001726,-0.0559489362001726,-0.0557489362001726,-0.216077451910391,-0.216177451910391,-0.215977451910391
3.357,-0.0558646287445751,-0.0559646287445751,-0.0557646287445751,-0.216090673406196,-0.216190673406196,-0.215990673406196
3.358,-0.0558803179646682,-0.0559803179646682,-0.0557803179646682,-0.216103889747645,-0.216203889747645,-0.216003889747645
3.359,-0.0558960038570359,-0.0559960038570359,-0.0557960038570359,-0.216117101397013,-0.216217101397013,-0.216017101397013
3.36,-0.0559116863731578,-0.0560116863731578,-0.0558116863731578,-0.216130308351824,-0.216230308351824,-0.216030308351824
3.361,-0.0559273655048802,-0.0560273655048802,-0.0558273655048802,-0.216143510274973,-0.216243510274974,-0.216043510274974
3.362,-0.0559430412984142,-0.0560430412984142,-0.0558430412984142,-0.21615670733613,-0.21625670733613,-0.21605670733613
3.363,-0.0559587137503235,-0.0560587137503235,-0.0558587137503235,-0.216169899693622,-0.216269899693622,-0.216069899693622
3.364,-0.0559743828571666,-0.0560743828571666,-0.0558743828571666,-0.216183087191155,-0.216283087191155,-0.216083087191155
3.365,-0.0559900486154971,-0.0560900486154971,-0.0558900486154971,-0.216196269633942,-0.216296269633941,-0.216096269633941
3.366,-0.0560057110218637,-0.0561057110218637,-0.0559057110218637,-0.21620944736398,-0.21630944736398,-0.21610944736398
3.367,-0.0560213700728098,-0.0561213700728098,-0.0559213700728098,-0.2162226203788,-0.2163226203788,-0.2161226203788
3.368,-0.0560370256997702,-0.0561370256997702,-0.0559370256997702,-0.216235788196635,-0.216335788196635,-0.216135788196635
3.369,-0.0560526779337505,-0.0561526779337505,-0.0559526779337505,-0.216248951269054,-0.216348951269054,-0.216148951269054
3.37,-0.0560683268017238,-0.0561683268017238,-0.0559683268017238,-0.216262109617167,-0.216362109617167,-0.216162109617167
3.371,-0.0560839723002134,-0.0561839723002134,-0.0559839723002134,-0.216275262930264,-0.216375262930264,-0.216175262930264
3.372,-0.0560996144257372,-0.0561996144257372,-0.0559996144257372,-0.216288411314938,-0.216388411314938,-0.216188411314938
3.373,-0.0561152531748084,-0.0562152531748084,-0.0560152531748084,-0.216301554966198,-0.216401554966198,-0.216201554966198
3.374,-0.0561308885439351,-0.0562308885439351,-0.0560308885439351,-0.216314693740872,-0.216414693740872,-0.216214693740872
3.375,-0.0561465205296203,-0.0562465205296203,-0.0560465205296203,-0.216327827407585,-0.216427827407585,-0.216227827407585
3.376,-0.0561621490429214,-0.0562621490429214,-0.0560621490429214,-0.216340956331815,-0.216440956331815,-0.216240956331815
3.377,-0.0561777741546579,-0.0562777741546579,-0.0560777741546579,-0.2163540805111,-0.216454080511101,-0.216254080511101
3.378,-0.0561933958722426,-0.0562933958722426,-0.0560933958722426,-0.216367199452947,-0.216467199452947,-0.216267199452947
3.379,-0.0562090141921579,-0.0563090141921579,-0.0561090141921579,-0.216380313619967,-0.216480313619967,-0.216280313619966
3.38,-0.0562246291108815,-0.0563246291108815,-0.0561246291108815,-0.216393423032995,-0.216493423032995,-0.216293423032995
3.381,-0.0562402406248859,-0.0563402406248859,-0.0561402406248859,-0.216406527356877,-0.216506527356877,-0.216306527356877
3.382,-0.0562558487306384,-0.0563558487306384,-0.0561558487306384,-0.216419626736508,-0.216519626736508,-0.216319626736508
3.383,-0.0562714534156786,-0.0563714534156786,-0.0561714534156786,-0.216432721353056,-0.216532721353056,-0.216332721353056
3.384,-0.0562870545971176,-0.0563870545971176,-0.0561870545971176,-0.216445811025123,-0.216545811025122,-0.216345811025123
3.385,-0.0563026523594858,-0.0564026523594858,-0.0562026523594858,-0.216458895587161,-0.216558895587161,-0.216358895587161
3.386,-0.0563182466992301,-0.0564182466992301,-0.0562182466992301,-0.216471975377053,-0.216571975377053,-0.216371975377053
3.387,-0.0563338376127925,-0.0564338376127925,-0.0562338376127925,-0.216485050363423,-0.216585050363423,-0.216385050363423
3.388,-0.0563494250966099,-0.0564494250966099,-0.0562494250966099,-0.216498120077674,-0.216598120077674,-0.216398120077674
3.389,-0.056365009147114,-0.056465009147114,-0.056265009147114,-0.216511185010695,-0.216611185010695,-0.216411185010695
3.39,-0.0563805897607316,-0.0564805897607316,-0.0562805897607316,-0.216524245160093,-0.216624245160093,-0.216424245160093
3.391,-0.0563961669047799,-0.0564961669047799,-0.0562961669047799,-0.21653730011365,-0.21663730011365,-0.21643730011365
3.392,-0.0564117405358563,-0.0565117405358563,-0.0563117405358563,-0.216550350159591,-0.216650350159591,-0.216450350159591
3.393,-0.0564273107191029,-0.0565273107191029,-0.0563273107191029,-0.216563395412846,-0.216663395412846,-0.216463395412846
3.394,-0.0564428774509259,-0.0565428774509259,-0.0563428774509259,-0.216576435600634,-0.216676435600635,-0.216476435600635
3.395,-0.0564584407277266,-0.0565584407277266,-0.0563584407277266,-0.216589470729273,-0.216689470729273,-0.216489470729273
3.396,-0.0564740005459009,-0.0565740005459009,-0.0563740005459009,-0.216602501056183,-0.216702501056183,-0.216502501056183
3.397,-0.0564895569018399,-0.0565895569018399,-0.0563895569018399,-0.216615526444145,-0.216715526444145,-0.216515526444145
3.398,-0.0565051097919296,-0.0566051097919296,-0.0564051097919296,-0.216628546625295,-0.216728546625295,-0.216528546625295
3.399,-0.0565206591629251,-0.0566206591629251,-0.0564206591629251,-0.216641561995628,-0.216741561995628,-0.216541561995628
3.4,-0.0565362050115797,-0.0566362050115797,-0.0564362050115797,-0.216654572549605,-0.216754572549605,-0.216554572549605
3.401,-0.056551747383317,-0.056651747383317,-0.056451747383317,-0.216667577752979,-0.216767577752979,-0.216567577752979
3.402,-0.0565672862745025,-0.0566672862745025,-0.0564672862745025,-0.216680578136527,-0.216780578136527,-0.216580578136527
3.403,-0.0565828216814965,-0.0566828216814965,-0.0564828216814965,-0.216693573697844,-0.216793573697844,-0.216593573697844
3.404,-0.0565983536006541,-0.0566983536006541,-0.0564983536006541,-0.216706564017782,-0.216806564017783,-0.216606564017782
3.405,-0.0566138820283256,-0.0567138820283256,-0.0565138820283256,-0.216719549384305,-0.216819549384305,-0.216619549384305
3.406,-0.0566294069608561,-0.0567294069608561,-0.0565294069608561,-0.216732529919558,-0.216832529919559,-0.216632529919559
3.407,-0.0566449283240932,-0.0567449283240932,-0.0565449283240932,-0.216745505324934,-0.216845505324934,-0.216645505324934
3.408,-0.0566604461556266,-0.0567604461556266,-0.0565604461556266,-0.216758475644172,-0.216858475644172,-0.216658475644172
3.409,-0.0566759604808262,-0.0567759604808262,-0.0565759604808262,-0.216771441123116,-0.216871441123116,-0.216671441123116
3.41,-0.0566914712960162,-0.0567914712960162,-0.0565914712960162,-0.216784401579661,-0.216884401579661,-0.216684401579661
3.411,-0.0567069785975162,-0.0568069785975162,-0.0566069785975162,-0.216797356821408,-0.216897356821408,-0.216697356821408
3.412,-0.0567224823816404,-0.0568224823816404,-0.0566224823816404,-0.216810307213832,-0.216910307213832,-0.216710307213832
3.413,-0.056737982644698,-0.056837982644698,-0.056637982644698,-0.216823252687185,-0.216923252687185,-0.216723252687185
3.414,-0.0567534793829931,-0.0568534793829931,-0.0566534793829931,-0.216836192821137,-0.216936192821137,-0.216736192821137
3.415,-0.0567689725011147,-0.0568689725011147,-0.0566689725011147,-0.216849128096769,-0.216949128096769,-0.216749128096769
3.416,-0.0567844620781813,-0.0568844620781813,-0.0566844620781813,-0.216862058511687,-0.216962058511687,-0.216762058511687
3.417,-0.0567999481191672,-0.0568999481191672,-0.0566999481191672,-0.216874983548444,-0.216974983548444,-0.216774983548444
3.418,-0.0568154306203559,-0.0569154306203559,-0.0567154306203559,-0.216887903677045,-0.216987903677045,-0.216787903677045
3.419,-0.0568309095780257,-0.0569309095780257,-0.0567309095780257,-0.216900818935939,-0.217000818935939,-0.216800818935939
3.42,-0.0568463849884498,-0.0569463849884498,-0.0567463849884498,-0.216913728908415,-0.217013728908415,-0.216813728908415
3.421,-0.0568618568478964,-0.0569618568478964,-0.0567618568478964,-0.216926633859722,-0.217026633859722,-0.216826633859722
3.422,-0.0568773251406132,-0.0569773251406132,-0.0567773251406132,-0.21693953393233,-0.21703953393233,-0.21683953393233
3.423,-0.0568927897856194,-0.0569927897856194,-0.0567927897856194,-0.216952428806012,-0.217052428806012,-0.216852428806012
3.424,-0.05690825086822,-0.05700825086822,-0.05680825086822,-0.216965318549785,-0.217065318549785,-0.216865318549785
3.425,-0.0569237083846624,-0.0570237083846624,-0.0568237083846624,-0.216978203405855,-0.217078203405855,-0.216878203405855
3.426,-0.0569391623311888,-0.0570391623311888,-0.0568391623311888,-0.216991083146154,-0.217091083146154,-0.216891083146154
3.427,-0.0569546127040363,-0.0570546127040363,-0.0568546127040363,-0.21700395765213,-0.21710395765213,-0.21690395765213
3.428,-0.056970059499437,-0.057070059499437,-0.056870059499437,-0.217016827261404,-0.217116827261404,-0.216916827261404
3.429,-0.0569855027136179,-0.0570855027136179,-0.0568855027136179,-0.217029691833697,-0.217129691833697,-0.216929691833697
3.43,-0.0570009423097314,-0.0571009423097314,-0.0569009423097314,-0.217042551071599,-0.217142551071599,-0.216942551071599
3.431,-0.0570163782479806,-0.0571163782479806,-0.0569163782479806,-0.217055405403851,-0.217155405403851,-0.216955405403851
3.432,-0.057031810593456,-0.057131810593456,-0.056931810593456,-0.217068254773476,-0.217168254773476,-0.216968254773476
3.433,-0.0570472393423637,-0.0571472393423637,-0.0569472393423637,-0.217081098713041,-0.217181098713041,-0.216981098713041
3.434,-0.0570626644909046,-0.0571626644909046,-0.0569626644909046,-0.217093937737988,-0.217193937737988,-0.216993937737988
3.435,-0.0570780860352747,-0.0571780860352747,-0.0569780860352747,-0.217106771845965,-0.217206771845965,-0.217006771845965
3.436,-0.0570935039716647,-0.0571935039716647,-0.0569935039716647,-0.217119600481209,-0.217219600481209,-0.217019600481209
3.437,-0.0571089182962602,-0.0572089182962602,-0.0570089182962602,-0.217132424168597,-0.217232424168597,-0.217032424168597
3.438,-0.0571243289507597,-0.0572243289507597,-0.0570243289507597,-0.217145242930058,-0.217245242930058,-0.217045242930058
3.439,-0.0571397359372575,-0.0572397359372575,-0.0570397359372575,-0.217158056280784,-0.217258056280784,-0.217058056280784
3.44,-0.0571551393002806,-0.0572551393002806,-0.0570551393002806,-0.21717086460035,-0.21727086460035,-0.21707086460035
3.441,-0.0571705390359938,-0.0572705390359938,-0.0570705390359938,-0.217183667985045,-0.217283667985045,-0.217083667985045
3.442,-0.0571859351405565,-0.0572859351405565,-0.0570859351405565,-0.217196466016426,-0.217296466016426,-0.217096466016426
3.443,-0.0572013276101235,-0.0573013276101235,-0.0571013276101235,-0.217209258937891,-0.21730925893789,-0.217109258937891
3.444,-0.0572167164408439,-0.0573167164408439,-0.0571167164408439,-0.217222046915543,-0.217322046915543,-0.217122046915543
3.445,-0.057232101628862,-0.057332101628862,-0.057132101628862,-0.217234829592701,-0.217334829592701,-0.217134829592701
3.446,-0.0572474830940578,-0.0573474830940578,-0.0571474830940578,-0.217247607085829,-0.217347607085829,-0.217147607085829
3.447,-0.0572628608811352,-0.0573628608811352,-0.0571628608811352,-0.217260379626211,-0.217360379626211,-0.217160379626211
3.448,-0.0572782350137036,-0.0573782350137036,-0.0571782350137036,-0.217273146914182,-0.217373146914182,-0.217173146914182
3.449,-0.057293605487886,-0.057393605487886,-0.057193605487886,-0.217285908948701,-0.217385908948701,-0.217185908948701
3.45,-0.0573089722998005,-0.0574089722998005,-0.0572089722998005,-0.217298666021557,-0.217398666021557,-0.217198666021557
3.451,-0.0573243354455603,-0.0574243354455603,-0.0572243354455603,-0.217311417885386,-0.217411417885386,-0.217211417885386
3.452,-0.0573396949212729,-0.0574396949212729,-0.0572396949212729,-0.217324164431035,-0.217424164431035,-0.217224164431035
3.453,-0.0573550507230412,-0.0574550507230412,-0.0572550507230412,-0.217336906006083,-0.217436906006083,-0.217236906006083
3.454,-0.0573704027485562,-0.0574704027485562,-0.0572704027485562,-0.217349642410714,-0.217449642410714,-0.217249642410714
3.455,-0.0573857510858621,-0.0574857510858621,-0.0572857510858621,-0.217362373437231,-0.217462373437232,-0.217262373437232
3.456,-0.0574010957372898,-0.0575010957372898,-0.0573010957372898,-0.217375099484243,-0.217475099484243,-0.217275099484243
3.457,-0.0574164366989209,-0.0575164366989209,-0.0573164366989209,-0.217387820394591,-0.217487820394591,-0.217287820394591
3.458,-0.0574317739668318,-0.0575317739668318,-0.0573317739668318,-0.217400535871723,-0.217500535871723,-0.217300535871723
3.459,-0.0574471075370938,-0.0575471075370938,-0.0573471075370938,-0.217413246360453,-0.217513246360453,-0.217313246360453
3.46,-0.0574624374057731,-0.0575624374057731,-0.0573624374057731,-0.21742595174137,-0.21752595174137,-0.21732595174137
3.461,-0.0574777635535715,-0.0575777635535715,-0.0573777635535715,-0.217438651638832,-0.217538651638832,-0.217338651638832
3.462,-0.0574930859016923,-0.0575930859016923,-0.0573930859016923,-0.217451346539013,-0.217551346539013,-0.217351346539013
3.463,-0.0575084045361849,-0.0576084045361849,-0.0574084045361849,-0.217464036355327,-0.217564036355327,-0.217364036355327
3.464,-0.0575237194530945,-0.0576237194530945,-0.0574237194530945,-0.21747672064288,-0.21757672064288,-0.21737672064288
3.465,-0.0575390306484609,-0.0576390306484609,-0.0574390306484609,-0.217489399924279,-0.217589399924279,-0.217389399924279
3.466,-0.0575543381183188,-0.0576543381183188,-0.0574543381183188,-0.217502074140757,-0.217602074140757,-0.217402074140757
3.467,-0.0575696418586978,-0.0576696418586978,-0.0574696418586978,-0.217514742788173,-0.217614742788173,-0.217414742788173
3.468,-0.0575849418656222,-0.0576849418656222,-0.0574849418656222,-0.217527406420551,-0.217627406420551,-0.217427406420551
3.469,-0.057600238097777,-0.057700238097777,-0.057500238097777,-0.217540065001894,-0.217640065001894,-0.217440065001894
3.47,-0.0576155305193431,-0.0577155305193431,-0.0575155305193431,-0.217552717978903,-0.217652717978903,-0.217452717978903
3.471,-0.0576308191952814,-0.0577308191952814,-0.0575308191952814,-0.21756536593201,-0.21766536593201,-0.21746536593201
3.472,-0.0576461041215952,-0.0577461041215952,-0.0575461041215952,-0.217578008842903,-0.217678008842903,-0.217478008842903
3.473,-0.0576613852942824,-0.0577613852942824,-0.0575613852942824,-0.217590646119256,-0.217690646119257,-0.217490646119257
3.474,-0.0576766627093357,-0.0577766627093357,-0.0575766627093357,-0.217603278362863,-0.217703278362863,-0.217503278362863
3.475,-0.0576919363627429,-0.0577919363627429,-0.0575919363627429,-0.217615905567918,-0.217715905567918,-0.217515905567918
3.476,-0.0577072062504862,-0.0578072062504862,-0.0576072062504862,-0.217628527113394,-0.217728527113394,-0.217528527113394
3.477,-0.0577224723088558,-0.0578224723088558,-0.0576224723088558,-0.217641143617278,-0.217741143617278,-0.217541143617278
3.478,-0.0577377345457561,-0.0578377345457561,-0.0576377345457561,-0.217653755077333,-0.217753755077333,-0.217553755077333
3.479,-0.0577529930046912,-0.0578529930046912,-0.0576529930046912,-0.217666360865408,-0.217766360865408,-0.217566360865408
3.48,-0.0577682476816223,-0.0578682476816223,-0.0576682476816223,-0.217678961599312,-0.217778961599312,-0.217578961599312
3.481,-0.0577834985725053,-0.0578834985725053,-0.0576834985725053,-0.21769155728058,-0.21779155728058,-0.21759155728058
3.482,-0.0577987456732911,-0.0578987456732911,-0.0576987456732911,-0.217704147279332,-0.217804147279332,-0.217604147279332
3.483,-0.0578139889799251,-0.0579139889799251,-0.0577139889799251,-0.217716732213065,-0.217816732213065,-0.217616732213065
3.484,-0.0578292284883476,-0.0579292284883476,-0.0577292284883476,-0.217729312085343,-0.217829312085343,-0.217629312085343
3.485,-0.0578444641120699,-0.0579444641120699,-0.0577444641120699,-0.217741886259199,-0.217841886259199,-0.217641886259199
3.486,-0.0578596959034771,-0.0579596959034771,-0.0577596959034771,-0.217754455362553,-0.217854455362553,-0.217654455362553
3.487,-0.0578749238842429,-0.0579749238842429,-0.0577749238842429,-0.217767019389408,-0.217867019389408,-0.217667019389408
3.488,-0.0578901480502863,-0.0579901480502863,-0.0577901480502863,-0.21777957770904,-0.217879577709041,-0.217679577709041
3.489,-0.0579053683975209,-0.0580053683975209,-0.0578053683975209,-0.217792130951805,-0.217892130951806,-0.217692130951806
3.49,-0.0579205849218555,-0.0580205849218555,-0.0578205849218555,-0.217804679095176,-0.217904679095176,-0.217704679095176
3.491,-0.0579357976191933,-0.0580357976191933,-0.0578357976191933,-0.217817221532801,-0.217917221532801,-0.217717221532801
3.492,-0.0579510064854323,-0.0580510064854323,-0.0578510064854323,-0.217829758884772,-0.217929758884772,-0.217729758884772
3.493,-0.0579662114109149,-0.0580662114109149,-0.0578662114109149,-0.217842291108954,-0.217942291108954,-0.217742291108953
3.494,-0.0579814124932766,-0.0580814124932766,-0.0578814124932766,-0.217854817634366,-0.217954817634366,-0.217754817634366
3.495,-0.0579966097319805,-0.0580966097319805,-0.0578966097319805,-0.217867339065347,-0.217967339065347,-0.217767339065347
3.496,-0.0580118031229033,-0.0581118031229033,-0.0579118031229033,-0.217879855334652,-0.217979855334652,-0.217779855334652
3.497,-0.0580269926619163,-0.0581269926619163,-0.0579269926619163,-0.217892365917648,-0.217992365917648,-0.217792365917648
3.498,-0.0580421783448859,-0.0581421783448859,-0.0579421783448859,-0.217904871397465,-0.218004871397465,-0.217804871397465
3.499,-0.058057360167673,-0.058157360167673,-0.057957360167673,-0.217917371676111,-0.218017371676111,-0.217817371676111
3.5,-0.0580725381071605,-0.0581725381071605,-0.0579725381071605,-0.217929866286523,-0.218029866286523,-0.217829866286523
3.501,-0.0580877120870441,-0.0581877120870441,-0.0579877120870441,-0.217942355785001,-0.218042355785001,-0.217842355785001
3.502,-0.0581028821940728,-0.0582028821940728,-0.0580028821940728,-0.217954840037164,-0.218054840037164,-0.217854840037164
3.503,-0.0581180484240859,-0.0582180484240859,-0.0580180484240859,-0.217967318644812,-0.218067318644812,-0.217867318644812
3.504,-0.0581332107729177,-0.0582332107729177,-0.0580332107729177,-0.217979792131764,-0.218079792131764,-0.217879792131764
3.505,-0.0581483692363972,-0.0582483692363972,-0.0580483692363972,-0.217992260321581,-0.218092260321581,-0.217892260321581
3.506,-0.0581635238103481,-0.0582635238103481,-0.0580635238103481,-0.218004722896281,-0.218104722896281,-0.217904722896281
3.507,-0.0581786744905888,-0.0582786744905888,-0.0580786744905888,-0.218017180341568,-0.218117180341568,-0.217917180341567
3.508,-0.0581938212310142,-0.0582938212310142,-0.0580938212310142,-0.218029632433117,-0.218129632433117,-0.217929632433116
3.509,-0.0582089640001899,-0.0583089640001899,-0.0581089640001899,-0.218042078944731,-0.218142078944731,-0.217942078944731
3.51,-0.0582241028628528,-0.0583241028628528,-0.0581241028628528,-0.218054520318204,-0.218154520318204,-0.217954520318204
3.511,-0.0582392378148,-0.0583392378148,-0.0581392378148,-0.218066956275527,-0.218166956275527,-0.217966956275527
3.512,-0.0582543688518229,-0.0583543688518229,-0.0581543688518229,-0.218079386693905,-0.218179386693905,-0.217979386693905
3.513,-0.0582694959697081,-0.0583694959697081,-0.0581694959697081,-0.218091811965434,-0.218191811965434,-0.217991811965434
3.514,-0.0582846191642364,-0.0583846191642364,-0.0581846191642364,-0.218104231752521,-0.218204231752521,-0.218004231752521
3.515,-0.0582997384311836,-0.0583997384311836,-0.0581997384311836,-0.218116646047507,-0.218216646047507,-0.218016646047507
3.516,-0.0583148537010589,-0.0584148537010589,-0.0582148537010589,-0.218129055186977,-0.218229055186977,-0.218029055186977
3.517,-0.0583299649880822,-0.0584299649880822,-0.0582299649880822,-0.218141458767777,-0.218241458767777,-0.218041458767777
3.518,-0.0583450723345915,-0.0584450723345915,-0.0582450723345915,-0.218153856909268,-0.218253856909268,-0.218053856909268
3.519,-0.0583601757363408,-0.0584601757363408,-0.0582601757363408,-0.218166249886553,-0.218266249886553,-0.218066249886553
3.52,-0.058375275189079,-0.058475275189079,-0.058275275189079,-0.218178637224971,-0.218278637224971,-0.218078637224971
3.521,-0.0583903706885497,-0.0584903706885497,-0.0582903706885497,-0.218191019182832,-0.218291019182832,-0.218091019182831
3.522,-0.058405462230491,-0.058505462230491,-0.058305462230491,-0.218203395967834,-0.218303395967834,-0.218103395967834
3.523,-0.0584205498106357,-0.0585205498106357,-0.0583205498106357,-0.218215767027698,-0.218315767027698,-0.218115767027698
3.524,-0.0584356333357035,-0.0585356333357035,-0.0583356333357035,-0.218228132771855,-0.218328132771855,-0.218128132771855
3.525,-0.0584507128663657,-0.0585507128663657,-0.0583507128663657,-0.218240493334481,-0.218340493334481,-0.21814049333448
3.526,-0.0584657884221674,-0.0585657884221674,-0.0583657884221674,-0.218252848079588,-0.218352848079588,-0.218152848079588
3.527,-0.0584808599988197,-0.0585808599988197,-0.0583808599988197,-0.218265197579926,-0.218365197579926,-0.218165197579926
3.528,-0.0584959275920287,-0.0585959275920287,-0.0583959275920287,-0.21827754186109,-0.21837754186109,-0.21817754186109
3.529,-0.0585109911974948,-0.0586109911974948,-0.0584109911974948,-0.218289880284255,-0.218389880284255,-0.218189880284255
3.53,-0.0585260508109132,-0.0586260508109132,-0.0584260508109132,-0.218302213510714,-0.218402213510714,-0.218202213510714
3.531,-0.0585411064279738,-0.0586411064279738,-0.0584411064279738,-0.218314541417395,-0.218414541417395,-0.218214541417395
3.532,-0.0585561579311964,-0.0586561579311964,-0.0584561579311964,-0.218326863545236,-0.218426863545236,-0.218226863545236
3.533,-0.0585712054285132,-0.0586712054285132,-0.0584712054285132,-0.21833918046775,-0.21843918046775,-0.21823918046775
3.534,-0.0585862489162765,-0.0586862489162765,-0.0584862489162765,-0.218351491963655,-0.218451491963655,-0.218251491963655
3.535,-0.0586012883901546,-0.0587012883901546,-0.0585012883901546,-0.218363797766118,-0.218463797766118,-0.218263797766118
3.536,-0.0586163238458101,-0.0587163238458101,-0.0585163238458101,-0.218376098354656,-0.218476098354656,-0.218276098354656
3.537,-0.0586313552789005,-0.0587313552789005,-0.0585313552789005,-0.218388393403418,-0.218488393403418,-0.218288393403418
3.538,-0.0586463826850778,-0.0587463826850778,-0.0585463826850778,-0.218400682850456,-0.218500682850456,-0.218300682850456
3.539,-0.0586614060371131,-0.0587614060371131,-0.0585614060371131,-0.218412967074989,-0.218512967074989,-0.218312967074989
3.54,-0.0586764252615375,-0.0587764252615375,-0.0585764252615375,-0.21842524564017,-0.21852524564017,-0.21832524564017
3.541,-0.0586914404457378,-0.0587914404457378,-0.0585914404457378,-0.218437518701742,-0.218537518701742,-0.218337518701742
3.542,-0.0587064515853439,-0.0588064515853439,-0.0586064515853439,-0.218449786532254,-0.218549786532254,-0.218349786532254
3.543,-0.0587214586759808,-0.0588214586759808,-0.0586214586759808,-0.218462048577397,-0.218562048577397,-0.218362048577397
3.544,-0.0587364617132679,-0.0588364617132679,-0.0586364617132679,-0.218474305223508,-0.218574305223508,-0.218374305223508
3.545,-0.0587514606928192,-0.0588514606928192,-0.0586514606928192,-0.218486556630005,-0.218586556630005,-0.218386556630005
3.546,-0.0587664556102434,-0.0588664556102434,-0.0586664556102434,-0.218498802118603,-0.218598802118603,-0.218398802118603
3.547,-0.0587814464143019,-0.0588814464143019,-0.0586814464143019,-0.218511042319259,-0.218611042319259,-0.218411042319259
3.548,-0.0587964330783872,-0.0588964330783872,-0.0586964330783872,-0.218523277187369,-0.218623277187369,-0.218423277187369
3.549,-0.0588114156669018,-0.0589114156669018,-0.0587114156669018,-0.218535506167273,-0.218635506167273,-0.218435506167273
3.55,-0.0588263941754324,-0.0589263941754324,-0.0587263941754324,-0.21854772989251,-0.21864772989251,-0.21844772989251
3.551,-0.0588413685995602,-0.0589413685995602,-0.0587413685995602,-0.218559948143843,-0.218659948143843,-0.218459948143843
3.552,-0.0588563389348612,-0.0589563389348612,-0.0587563389348612,-0.218572160626874,-0.218672160626874,-0.218472160626874
3.553,-0.058871305176906,-0.058971305176906,-0.058771305176906,-0.218584367846702,-0.218684367846702,-0.218484367846702
3.554,-0.0588862673212597,-0.0589862673212597,-0.0587862673212597,-0.218596569444637,-0.218696569444637,-0.218496569444637
3.555,-0.0589012252922561,-0.0590012252922561,-0.0588012252922561,-0.218608765400828,-0.218708765400828,-0.218508765400828
