r_mm,sag1_mm,min_sag1_mm,max_sag1_mm,sag2_mm,min_sag2_mm,max_sag2_mm
0.057,0,-0.01,0.01,-0.33492088950903,-0.34492088950903,-0.32492088950903
0.058,0,-0.01,0.01,-0.334985722980768,-0.344985722980768,-0.324985722980768
0.059,0,-0.01,0.01,-0.335050519278458,-0.345050519278458,-0.325050519278458
0.06,0,-0.01,0.01,-0.3351152784021,-0.3451152784021,-0.3251152784021
0.061,0,-0.01,0.01,-0.335180000351695,-0.345180000351695,-0.325180000351695
0.062,0,-0.01,0.01,-0.335244685127243,-0.345244685127243,-0.325244685127243
0.063,0,-0.01,0.01,-0.335309332728743,-0.345309332728743,-0.325309332728743
0.064,0,-0.01,0.01,-0.335373943156195,-0.345373943156195,-0.325373943156195
0.065,0,-0.01,0.01,-0.335438516409601,-0.345438516409601,-0.325438516409601
0.066,0,-0.01,0.01,-0.335503052488958,-0.345503052488958,-0.325503052488958
0.067,0,-0.01,0.01,-0.335567551394268,-0.345567551394268,-0.325567551394268
0.068,0,-0.01,0.01,-0.335632013125531,-0.345632013125531,-0.325632013125531
0.069,0,-0.01,0.01,-0.335696437682747,-0.345696437682747,-0.325696437682747
0.07,0,-0.01,0.01,-0.335760825065914,-0.345760825065914,-0.325760825065914
0.071,0,-0.01,0.01,-0.335825175275035,-0.345825175275035,-0.325825175275035
0.072,0,-0.01,0.01,-0.335889488310108,-0.345889488310108,-0.325889488310108
0.073,0,-0.01,0.01,-0.335953764171133,-0.345953764171133,-0.325953764171133
0.074,0,-0.01,0.01,-0.336018002858111,-0.346018002858111,-0.326018002858111
0.075,0,-0.01,0.01,-0.336082204371042,-0.346082204371042,-0.326082204371042
0.076,0,-0.01,0.01,-0.336146368709925,-0.346146368709925,-0.326146368709925
0.077,0,-0.01,0.01,-0.33621049587476,-0.34621049587476,-0.32621049587476
0.078,0,-0.01,0.01,-0.336274585865549,-0.346274585865549,-0.326274585865549
0.079,0,-0.01,0.01,-0.336338638682289,-0.346338638682289,-0.326338638682289
0.08,0,-0.01,0.01,-0.336402654324983,-0.346402654324983,-0.326402654324983
0.081,0,-0.01,0.01,-0.336466632793628,-0.346466632793628,-0.326466632793628
0.082,0,-0.01,0.01,-0.336530574088227,-0.346530574088227,-0.326530574088227
0.083,0,-0.01,0.01,-0.336594478208777,-0.346594478208777,-0.326594478208777
0.084,0,-0.01,0.01,-0.336658345155281,-0.346658345155281,-0.326658345155281
0.085,0,-0.01,0.01,-0.336722174927737,-0.346722174927737,-0.326722174927737
0.086,0,-0.01,0.01,-0.336785967526145,-0.346785967526145,-0.326785967526145
0.087,0,-0.01,0.01,-0.336849722950506,-0.346849722950506,-0.326849722950506
0.088,0,-0.01,0.01,-0.33691344120082,-0.34691344120082,-0.32691344120082
0.089,0,-0.01,0.01,-0.336977122277086,-0.346977122277086,-0.326977122277086
0.09,0,-0.01,0.01,-0.337040766179304,-0.347040766179304,-0.327040766179304
0.091,0,-0.01,0.01,-0.337104372907475,-0.347104372907475,-0.327104372907476
0.092,0,-0.01,0.01,-0.337167942461599,-0.347167942461599,-0.327167942461599
0.093,0,-0.01,0.01,-0.337231474841675,-0.347231474841675,-0.327231474841675
0.094,0,-0.01,0.01,-0.337294970047704,-0.347294970047704,-0.327294970047704
0.095,0,-0.01,0.01,-0.337358428079685,-0.347358428079685,-0.327358428079685
0.096,0,-0.01,0.01,-0.337421848937619,-0.347421848937619,-0.327421848937619
0.097,0,-0.01,0.01,-0.337485232621506,-0.347485232621506,-0.327485232621506
0.098,0,-0.01,0.01,-0.337548579131344,-0.347548579131344,-0.327548579131344
0.099,0,-0.01,0.01,-0.337611888467136,-0.347611888467136,-0.327611888467136
0.1,0,-0.01,0.01,-0.33767516062888,-0.34767516062888,-0.32767516062888
0.101,0,-0.01,0.01,-0.337738395616576,-0.347738395616576,-0.327738395616576
0.102,0,-0.01,0.01,-0.337801593430225,-0.347801593430225,-0.327801593430225
0.103,0,-0.01,0.01,-0.337864754069827,-0.347864754069827,-0.327864754069827
0.104,0,-0.01,0.01,-0.337927877535381,-0.347927877535381,-0.327927877535381
0.105,0,-0.01,0.01,-0.337990963826888,-0.347990963826888,-0.327990963826888
0.106,0,-0.01,0.01,-0.338054012944347,-0.348054012944347,-0.328054012944347
0.107,0,-0.01,0.01,-0.338117024887759,-0.348117024887759,-0.328117024887759
0.108,0,-0.01,0.01,-0.338179999657123,-0.348179999657123,-0.328179999657123
0.109,0,-0.01,0.01,-0.33824293725244,-0.34824293725244,-0.32824293725244
0.11,0,-0.01,0.01,-0.338305837673709,-0.348305837673709,-0.328305837673709
0.111,0,-0.01,0.01,-0.338368700920931,-0.348368700920931,-0.328368700920931
0.112,0,-0.01,0.01,-0.338431526994105,-0.348431526994105,-0.328431526994105
0.113,0,-0.01,0.01,-0.338494315893232,-0.348494315893232,-0.328494315893232
0.114,0,-0.01,0.01,-0.338557067618312,-0.348557067618312,-0.328557067618312
0.115,0,-0.01,0.01,-0.338619782169344,-0.348619782169344,-0.328619782169344
0.116,0,-0.01,0.01,-0.338682459546328,-0.348682459546328,-0.328682459546328
0.117,0,-0.01,0.01,-0.338745099749265,-0.348745099749265,-0.328745099749265
0.118,0,-0.01,0.01,-0.338807702778155,-0.348807702778155,-0.328807702778155
0.119,0,-0.01,0.01,-0.338870268632997,-0.348870268632997,-0.328870268632997
0.12,0,-0.01,0.01,-0.338932797313792,-0.348932797313792,-0.328932797313792
0.121,0,-0.01,0.01,-0.338995288820539,-0.348995288820539,-0.328995288820539
0.122,0,-0.01,0.01,-0.339057743153239,-0.349057743153239,-0.329057743153239
0.123,0,-0.01,0.01,-0.339120160311891,-0.349120160311891,-0.329120160311891
0.124,0,-0.01,0.01,-0.339182540296496,-0.349182540296496,-0.329182540296496
0.125,0,-0.01,0.01,-0.339244883107054,-0.349244883107054,-0.329244883107054
0.126,0,-0.01,0.01,-0.339307188743563,-0.349307188743563,-0.329307188743563
0.127,0,-0.01,0.01,-0.339369457206026,-0.349369457206026,-0.329369457206026
0.128,0,-0.01,0.01,-0.339431688494441,-0.349431688494441,-0.329431688494441
0.129,0,-0.01,0.01,-0.339493882608808,-0.349493882608808,-0.329493882608808
0.13,0,-0.01,0.01,-0.339556039549129,-0.349556039549129,-0.329556039549129
0.131,0,-0.01,0.01,-0.339618159315401,-0.349618159315401,-0.329618159315401
0.132,0,-0.01,0.01,-0.339680241907626,-0.349680241907626,-0.329680241907626
0.133,0,-0.01,0.01,-0.339742287325804,-0.349742287325804,-0.329742287325804
0.134,0,-0.01,0.01,-0.339804295569934,-0.349804295569934,-0.329804295569934
0.135,0,-0.01,0.01,-0.339866266640017,-0.349866266640017,-0.329866266640017
0.136,0,-0.01,0.01,-0.339928200536052,-0.349928200536052,-0.329928200536052
0.137,0,-0.01,0.01,-0.33999009725804,-0.34999009725804,-0.32999009725804
0.138,0,-0.01,0.01,-0.34005195680598,-0.350051956805981,-0.33005195680598
0.139,0,-0.01,0.01,-0.340113779179873,-0.350113779179873,-0.330113779179873
0.14,0,-0.01,0.01,-0.340175564379719,-0.350175564379719,-0.330175564379719
0.141,0,-0.01,0.01,-0.340237312405517,-0.350237312405517,-0.330237312405517
0.142,0,-0.01,0.01,-0.340299023257267,-0.350299023257267,-0.330299023257267
0.143,0,-0.01,0.01,-0.34036069693497,-0.35036069693497,-0.33036069693497
0.144,0,-0.01,0.01,-0.340422333438626,-0.350422333438626,-0.330422333438626
0.145,0,-0.01,0.01,-0.340483932768234,-0.350483932768234,-0.330483932768234
0.146,0,-0.01,0.01,-0.340545494923795,-0.350545494923795,-0.330545494923795
0.147,0,-0.01,0.01,-0.340607019905308,-0.350607019905308,-0.330607019905308
0.148,0,-0.01,0.01,-0.340668507712774,-0.350668507712774,-0.330668507712774
0.149,0,-0.01,0.01,-0.340729958346192,-0.350729958346192,-0.330729958346192
0.15,0,-0.01,0.01,-0.340791371805563,-0.350791371805563,-0.330791371805563
0.151,0,-0.01,0.01,-0.340852748090886,-0.350852748090886,-0.330852748090886
0.152,0,-0.01,0.01,-0.340914087202162,-0.350914087202162,-0.330914087202162
0.153,0,-0.01,0.01,-0.340975389139391,-0.35097538913939,-0.330975389139391
0.154,0,-0.01,0.01,-0.341036653902571,-0.351036653902571,-0.331036653902571
0.155,0,-0.01,0.01,-0.341097881491705,-0.351097881491705,-0.331097881491705
0.156,0,-0.01,0.01,-0.341159071906791,-0.351159071906791,-0.331159071906791
0.157,0,-0.01,0.01,-0.34122022514783,-0.35122022514783,-0.33122022514783
0.158,0,-0.01,0.01,-0.341281341214821,-0.351281341214821,-0.331281341214821
0.159,0,-0.01,0.01,-0.341342420107764,-0.351342420107764,-0.331342420107764
0.16,0,-0.01,0.01,-0.34140346182666,-0.35140346182666,-0.331403461826661
0.161,0,-0.01,0.01,-0.341464466371509,-0.351464466371509,-0.331464466371509
0.162,0,-0.01,0.01,-0.34152543374231,-0.35152543374231,-0.33152543374231
0.163,0,-0.01,0.01,-0.341586363939064,-0.351586363939064,-0.331586363939064
0.164,0,-0.01,0.01,-0.341647256961771,-0.351647256961771,-0.331647256961771
0.165,0,-0.01,0.01,-0.34170811281043,-0.351708112810429,-0.33170811281043
0.166,0,-0.01,0.01,-0.341768931485041,-0.351768931485041,-0.331768931485041
0.167,0,-0.01,0.01,-0.341829712985605,-0.351829712985605,-0.331829712985605
0.168,0,-0.01,0.01,-0.341890457312121,-0.351890457312121,-0.331890457312121
0.169,0,-0.01,0.01,-0.34195116446459,-0.35195116446459,-0.33195116446459
0.17,0,-0.01,0.01,-0.342011834443012,-0.352011834443012,-0.332011834443012
0.171,0,-0.01,0.01,-0.342072467247386,-0.352072467247386,-0.332072467247386
0.172,0,-0.01,0.01,-0.342133062877713,-0.352133062877713,-0.332133062877713
0.173,0,-0.01,0.01,-0.342193621333992,-0.352193621333992,-0.332193621333992
0.174,0,-0.01,0.01,-0.342254142616223,-0.352254142616223,-0.332254142616223
0.175,0,-0.01,0.01,-0.342314626724408,-0.352314626724408,-0.332314626724408
0.176,0,-0.01,0.01,-0.342375073658544,-0.352375073658544,-0.332375073658544
0.177,0,-0.01,0.01,-0.342435483418634,-0.352435483418634,-0.332435483418634
0.178,0,-0.01,0.01,-0.342495856004676,-0.352495856004676,-0.332495856004676
0.179,0,-0.01,0.01,-0.34255619141667,-0.35255619141667,-0.33255619141667
0.18,0,-0.01,0.01,-0.342616489654617,-0.352616489654617,-0.332616489654617
0.181,0,-0.01,0.01,-0.342676750718516,-0.352676750718516,-0.332676750718516
0.182,0,-0.01,0.01,-0.342736974608368,-0.352736974608368,-0.332736974608368
0.183,0,-0.01,0.01,-0.342797161324173,-0.352797161324173,-0.332797161324173
0.184,0,-0.01,0.01,-0.34285731086593,-0.35285731086593,-0.33285731086593
0.185,0,-0.01,0.01,-0.34291742323364,-0.35291742323364,-0.33291742323364
0.186,0,-0.01,0.01,-0.342977498427302,-0.352977498427302,-0.332977498427302
0.187,0,-0.01,0.01,-0.343037536446916,-0.353037536446916,-0.333037536446916
0.188,0,-0.01,0.01,-0.343097537292484,-0.353097537292484,-0.333097537292484
0.189,0,-0.01,0.01,-0.343157500964003,-0.353157500964003,-0.333157500964003
0.19,0,-0.01,0.01,-0.343217427461476,-0.353217427461476,-0.333217427461476
0.191,0,-0.01,0.01,-0.343277316784901,-0.353277316784901,-0.333277316784901
0.192,0,-0.01,0.01,-0.343337168934278,-0.353337168934278,-0.333337168934278
0.193,0,-0.01,0.01,-0.343396983909608,-0.353396983909608,-0.333396983909608
0.194,0,-0.01,0.01,-0.34345676171089,-0.35345676171089,-0.33345676171089
0.195,0,-0.01,0.01,-0.343516502338125,-0.353516502338125,-0.333516502338125
0.196,0,-0.01,0.01,-0.343576205791313,-0.353576205791313,-0.333576205791313
0.197,0,-0.01,0.01,-0.343635872070453,-0.353635872070453,-0.333635872070453
0.198,0,-0.01,0.01,-0.343695501175545,-0.353695501175545,-0.333695501175545
0.199,0,-0.01,0.01,-0.343755093106591,-0.353755093106591,-0.333755093106591
0.2,0,-0.01,0.01,-0.343814647863588,-0.353814647863588,-0.333814647863588
0.201,0,-0.01,0.01,-0.343874165446538,-0.353874165446538,-0.333874165446538
0.202,0,-0.01,0.01,-0.343933645855441,-0.353933645855441,-0.333933645855441
0.203,0,-0.01,0.01,-0.343993089090296,-0.353993089090296,-0.333993089090296
0.204,0,-0.01,0.01,-0.344052495151104,-0.354052495151104,-0.334052495151104
0.205,0,-0.01,0.01,-0.344111864037865,-0.354111864037865,-0.334111864037865
0.206,0,-0.01,0.01,-0.344171195750577,-0.354171195750577,-0.334171195750577
0.207,0,-0.01,0.01,-0.344230490289243,-0.354230490289243,-0.334230490289243
0.208,0,-0.01,0.01,-0.344289747653861,-0.354289747653861,-0.334289747653861
0.209,0,-0.01,0.01,-0.344348967844431,-0.354348967844431,-0.334348967844431
0.21,0,-0.01,0.01,-0.344408150860954,-0.354408150860954,-0.334408150860954
0.211,0,-0.01,0.01,-0.34446729670343,-0.35446729670343,-0.33446729670343
0.212,0,-0.01,0.01,-0.344526405371858,-0.354526405371858,-0.334526405371858
0.213,0,-0.01,0.01,-0.344585476866239,-0.354585476866239,-0.334585476866239
0.214,0,-0.01,0.01,-0.344644511186572,-0.354644511186572,-0.334644511186572
0.215,0,-0.01,0.01,-0.344703508332858,-0.354703508332858,-0.334703508332858
0.216,0,-0.01,0.01,-0.344762468305096,-0.354762468305096,-0.334762468305096
0.217,0,-0.01,0.01,-0.344821391103287,-0.354821391103287,-0.334821391103287
0.218,0,-0.01,0.01,-0.34488027672743,-0.35488027672743,-0.33488027672743
0.219,0,-0.01,0.01,-0.344939125177526,-0.354939125177526,-0.334939125177526
0.22,0,-0.01,0.01,-0.344997936453574,-0.354997936453574,-0.334997936453574
0.221,0,-0.01,0.01,-0.345056710555575,-0.355056710555575,-0.335056710555575
0.222,0,-0.01,0.01,-0.345115447483529,-0.355115447483529,-0.335115447483529
0.223,0,-0.01,0.01,-0.345174147237435,-0.355174147237435,-0.335174147237435
0.224,0,-0.01,0.01,-0.345232809817293,-0.355232809817293,-0.335232809817293
0.225,0,-0.01,0.01,-0.345291435223104,-0.355291435223104,-0.335291435223104
0.226,0,-0.01,0.01,-0.345350023454868,-0.355350023454868,-0.335350023454868
0.227,0,-0.01,0.01,-0.345408574512584,-0.355408574512584,-0.335408574512584
0.228,0,-0.01,0.01,-0.345467088396253,-0.355467088396253,-0.335467088396253
0.229,0,-0.01,0.01,-0.345525565105874,-0.355525565105874,-0.335525565105874
0.23,0,-0.01,0.01,-0.345584004641448,-0.355584004641448,-0.335584004641448
0.231,0,-0.01,0.01,-0.345642407002974,-0.355642407002974,-0.335642407002974
0.232,0,-0.01,0.01,-0.345700772190453,-0.355700772190453,-0.335700772190453
0.233,0,-0.01,0.01,-0.345759100203884,-0.355759100203884,-0.335759100203884
0.234,0,-0.01,0.01,-0.345817391043268,-0.355817391043268,-0.335817391043268
0.235,0,-0.01,0.01,-0.345875644708605,-0.355875644708605,-0.335875644708605
0.236,0,-0.01,0.01,-0.345933861199894,-0.355933861199894,-0.335933861199894
0.237,0,-0.01,0.01,-0.345992040517135,-0.355992040517135,-0.335992040517135
0.238,0,-0.01,0.01,-0.346050182660329,-0.356050182660329,-0.336050182660329
0.239,0,-0.01,0.01,-0.346108287629476,-0.356108287629476,-0.336108287629476
0.24,0,-0.01,0.01,-0.346166355424575,-0.356166355424575,-0.336166355424575
0.241,0,-0.01,0.01,-0.346224386045627,-0.356224386045627,-0.336224386045627
0.242,0,-0.01,0.01,-0.346282379492631,-0.356282379492631,-0.336282379492631
0.243,0,-0.01,0.01,-0.346340335765588,-0.356340335765588,-0.336340335765588
0.244,0,-0.01,0.01,-0.346398254864497,-0.356398254864497,-0.336398254864497
0.245,0,-0.01,0.01,-0.346456136789359,-0.356456136789359,-0.336456136789359
0.246,0,-0.01,0.01,-0.346513981540173,-0.356513981540173,-0.336513981540173
0.247,0,-0.01,0.01,-0.34657178911694,-0.35657178911694,-0.33657178911694
0.248,0,-0.01,0.01,-0.34662955951966,-0.356629559519659,-0.33662955951966
0.249,0,-0.01,0.01,-0.346687292748331,-0.356687292748331,-0.336687292748331
0.25,0,-0.01,0.01,-0.346744988802956,-0.356744988802956,-0.336744988802956
0.251,0,-0.01,0.01,-0.346802647683533,-0.356802647683533,-0.336802647683533
0.252,0,-0.01,0.01,-0.346860269390063,-0.356860269390063,-0.336860269390063
0.253,0,-0.01,0.01,-0.346917853922545,-0.356917853922545,-0.336917853922545
0.254,0,-0.01,0.01,-0.346975401280979,-0.356975401280979,-0.336975401280979
0.255,0,-0.01,0.01,-0.347032911465367,-0.357032911465367,-0.337032911465367
0.256,0,-0.01,0.01,-0.347090384475706,-0.357090384475706,-0.337090384475706
0.257,0,-0.01,0.01,-0.347147820311999,-0.357147820311999,-0.337147820311999
0.258,0,-0.01,0.01,-0.347205218974243,-0.357205218974243,-0.337205218974243
0.259,0,-0.01,0.01,-0.347262580462441,-0.357262580462441,-0.337262580462441
0.26,0,-0.01,0.01,-0.347319904776591,-0.357319904776591,-0.337319904776591
0.261,0,-0.01,0.01,-0.347377191916693,-0.357377191916693,-0.337377191916693
0.262,0,-0.01,0.01,-0.347434441882748,-0.357434441882748,-0.337434441882748
0.263,0,-0.01,0.01,-0.347491654674755,-0.357491654674755,-0.337491654674756
0.264,0,-0.01,0.01,-0.347548830292715,-0.357548830292716,-0.337548830292715
0.265,0,-0.01,0.01,-0.347605968736628,-0.357605968736628,-0.337605968736628
0.266,0,-0.01,0.01,-0.347663070006493,-0.357663070006493,-0.337663070006493
0.267,0,-0.01,0.01,-0.347720134102311,-0.357720134102311,-0.337720134102311
0.268,0,-0.01,0.01,-0.347777161024081,-0.357777161024081,-0.337777161024081
0.269,0,-0.01,0.01,-0.347834150771804,-0.357834150771804,-0.337834150771804
0.27,0,-0.01,0.01,-0.347891103345479,-0.357891103345479,-0.337891103345479
0.271,0,-0.01,0.01,-0.347948018745107,-0.357948018745107,-0.337948018745107
0.272,0,-0.01,0.01,-0.348004896970687,-0.358004896970687,-0.338004896970687
0.273,0,-0.01,0.01,-0.34806173802222,-0.35806173802222,-0.33806173802222
0.274,0,-0.01,0.01,-0.348118541899705,-0.358118541899705,-0.338118541899705
0.275,0,-0.01,0.01,-0.348175308603143,-0.358175308603143,-0.338175308603143
0.276,0,-0.01,0.01,-0.348232038132534,-0.358232038132534,-0.338232038132534
0.277,0,-0.01,0.01,-0.348288730487877,-0.358288730487877,-0.338288730487877
0.278,0,-0.01,0.01,-0.348345385669172,-0.358345385669172,-0.338345385669172
0.279,0,-0.01,0.01,-0.34840200367642,-0.35840200367642,-0.33840200367642
0.28,0,-0.01,0.01,-0.348458584509621,-0.358458584509621,-0.338458584509621
0.281,0,-0.01,0.01,-0.348515128168774,-0.358515128168774,-0.338515128168774
0.282,0,-0.01,0.01,-0.34857163465388,-0.35857163465388,-0.33857163465388
0.283,0,-0.01,0.01,-0.348628103964938,-0.358628103964938,-0.338628103964938
0.284,0,-0.01,0.01,-0.348684536101949,-0.358684536101949,-0.338684536101949
0.285,0,-0.01,0.01,-0.348740931064912,-0.358740931064912,-0.338740931064912
0.286,0,-0.01,0.01,-0.348797288853828,-0.358797288853828,-0.338797288853828
0.287,0,-0.01,0.01,-0.348853609468696,-0.358853609468696,-0.338853609468696
0.288,0,-0.01,0.01,-0.348909892909517,-0.358909892909517,-0.338909892909517
0.289,0,-0.01,0.01,-0.348966139176291,-0.358966139176291,-0.338966139176291
0.29,0,-0.01,0.01,-0.349022348269017,-0.359022348269017,-0.339022348269017
0.291,0,-0.01,0.01,-0.349078520187695,-0.359078520187695,-0.339078520187695
0.292,0,-0.01,0.01,-0.349134654932326,-0.359134654932326,-0.339134654932326
0.293,0,-0.01,0.01,-0.34919075250291,-0.35919075250291,-0.33919075250291
0.294,0,-0.01,0.01,-0.349246812899446,-0.359246812899446,-0.339246812899446
0.295,0,-0.01,0.01,-0.349302836121935,-0.359302836121935,-0.339302836121935
0.296,0,-0.01,0.01,-0.349358822170376,-0.359358822170376,-0.339358822170376
0.297,0,-0.01,0.01,-0.34941477104477,-0.35941477104477,-0.33941477104477
0.298,0,-0.01,0.01,-0.349470682745116,-0.359470682745116,-0.339470682745116
0.299,0,-0.01,0.01,-0.349526557271415,-0.359526557271415,-0.339526557271415
0.3,0,-0.01,0.01,-0.349582394623666,-0.359582394623666,-0.339582394623666
0.301,0,-0.01,0.01,-0.34963819480187,-0.35963819480187,-0.33963819480187
0.302,0,-0.01,0.01,-0.349693957806026,-0.359693957806026,-0.339693957806026
0.303,0,-0.01,0.01,-0.349749683636135,-0.359749683636135,-0.339749683636135
0.304,0,-0.01,0.01,-0.349805372292197,-0.359805372292197,-0.339805372292197
0.305,0,-0.01,0.01,-0.349861023774211,-0.359861023774211,-0.339861023774211
0.306,0,-0.01,0.01,-0.349916638082178,-0.359916638082178,-0.339916638082178
0.307,0,-0.01,0.01,-0.349972215216097,-0.359972215216097,-0.339972215216097
0.308,0,-0.01,0.01,-0.350027753914949,-0.350127753914949,-0.349927753914949
0.309,0,-0.01,0.01,-0.35008326174485,-0.35018326174485,-0.34998326174485
0.31,0,-0.01,0.01,-0.350138719790512,-0.350238719790512,-0.350038719790512
0.311,0,-0.01,0.01,-0.350194153272318,-0.350294153272318,-0.350094153272318
0.312,0,-0.01,0.01,-0.350249559772038,-0.350349559772038,-0.350149559772038
0.313,0,-0.01,0.01,-0.350304918170081,-0.350404918170081,-0.350204918170081
0.314,0,-0.01,0.01,-0.350360251641997,-0.350460251641997,-0.350260251641997
0.315,0,-0.01,0.01,-0.350415558125886,-0.350515558125886,-0.350315558125886
0.316,0,-0.01,0.01,-0.35047081681773,-0.35057081681773,-0.35037081681773
0.317,0,-0.01,0.01,-0.350526050256956,-0.350626050256956,-0.350426050256956
0.318,0,-0.01,0.01,-0.350581258001895,-0.350681258001895,-0.350481258001895
0.319,0,-0.01,0.01,-0.350636416980789,-0.350736416980789,-0.350536416980789
0.32,0,-0.01,0.01,-0.350691550413536,-0.350791550413536,-0.350591550413536
0.321,0,-0.01,0.01,-0.350746658014055,-0.350846658014055,-0.350646658014055
0.322,0,-0.01,0.01,-0.350801719967002,-0.350901719967002,-0.350701719967002
0.323,0,-0.01,0.01,-0.350856753464042,-0.350956753464042,-0.350756753464042
0.324,0,-0.01,0.01,-0.350911760884093,-0.351011760884093,-0.350811760884093
0.325,0,-0.01,0.01,-0.350966727137438,-0.351066727137438,-0.350866727137438
0.326,0,-0.01,0.01,-0.351021660810097,-0.351121660810097,-0.350921660810097
0.327,0,-0.01,0.01,-0.351076568187773,-0.351176568187773,-0.350976568187773
0.328,0,-0.01,0.01,-0.351131439900144,-0.351231439900144,-0.351031439900144
0.329,0,-0.01,0.01,-0.351186273896638,-0.351286273896638,-0.351086273896638
