r_mm,sag1_mm,min_sag1_mm,max_sag1_mm,sag2_mm,min_sag2_mm,max_sag2_mm
3.326,-0.100747248322162,-0.100847248322162,-0.100647248322162,-0.461347972181788,-0.461447972181788,-0.461247972181788
3.327,-0.100778833782406,-0.100878833782406,-0.100678833782406,-0.461374707042244,-0.461474707042244,-0.461274707042244
3.328,-0.100810412799856,-0.100910412799856,-0.100710412799856,-0.46140143269933,-0.46150143269933,-0.46130143269933
3.329,-0.100841985247911,-0.100941985247911,-0.100741985247911,-0.461428149154373,-0.461528149154373,-0.461328149154373
3.33,-0.100873551176369,-0.100973551176369,-0.100773551176369,-0.461454855931846,-0.461554855931846,-0.461354855931846
3.331,-0.100905110642065,-0.101005110642065,-0.100805110642065,-0.461481553036118,-0.461581553036118,-0.461381553036118
3.332,-0.100936663638438,-0.101036663638438,-0.100836663638438,-0.461508240920061,-0.461608240920061,-0.461408240920061
3.333,-0.100968210158921,-0.101068210158921,-0.100868210158921,-0.46153491954863,-0.46163491954863,-0.46143491954863
3.334,-0.100999750196933,-0.101099750196933,-0.100899750196933,-0.461561588040006,-0.461661588040006,-0.461461588040006
3.335,-0.101031283745887,-0.101131283745887,-0.100931283745887,-0.461588247292773,-0.461688247292773,-0.461488247292773
3.336,-0.101062810799183,-0.101162810799183,-0.100962810799182,-0.461614897301926,-0.461714897301926,-0.461514897301926
3.337,-0.101094331191157,-0.101194331191157,-0.100994331191157,-0.461641537524769,-0.461741537524769,-0.461541537524769
3.338,-0.101125845047948,-0.101225845047948,-0.101025845047948,-0.461668168086241,-0.461768168086241,-0.461568168086241
3.339,-0.101157352388867,-0.101257352388867,-0.101057352388867,-0.461694789385828,-0.461794789385828,-0.461594789385828
3.34,-0.101188853207275,-0.101288853207275,-0.101088853207275,-0.461721401303993,-0.461821401303993,-0.461621401303993
3.341,-0.101220347496522,-0.101320347496522,-0.101120347496522,-0.461748003114041,-0.461848003114041,-0.461648003114041
3.342,-0.101251835249949,-0.101351835249949,-0.101151835249949,-0.461774595643935,-0.461874595643935,-0.461674595643935
3.343,-0.101283316460886,-0.101383316460886,-0.101183316460886,-0.461801178888684,-0.461901178888684,-0.461701178888684
3.344,-0.101314791110535,-0.101414791110535,-0.101214791110535,-0.461827752189559,-0.461927752189559,-0.461727752189559
3.345,-0.101346259029888,-0.101446259029888,-0.101246259029888,-0.461854315889584,-0.461954315889584,-0.461754315889584
3.346,-0.101377720386322,-0.101477720386322,-0.101277720386322,-0.461880870286218,-0.461980870286218,-0.461780870286218
3.347,-0.101409175173127,-0.101509175173127,-0.101309175173127,-0.461907415126069,-0.462007415126069,-0.461807415126069
3.348,-0.101440623383584,-0.101540623383584,-0.101340623383584,-0.461933949936045,-0.462033949936045,-0.461833949936045
3.349,-0.101472065010961,-0.101572065010961,-0.101372065010961,-0.46196047542437,-0.46206047542437,-0.46186047542437
3.35,-0.101503500048519,-0.101603500048519,-0.101403500048519,-0.461986991586082,-0.462086991586082,-0.461886991586082
3.351,-0.101534928489507,-0.101634928489507,-0.101434928489507,-0.462013497596334,-0.462113497596334,-0.461913497596334
3.352,-0.101566350276356,-0.101666350276356,-0.101466350276356,-0.462039994116121,-0.462139994116121,-0.461939994116121
3.353,-0.10159776531578,-0.10169776531578,-0.10149776531578,-0.462066481291052,-0.462166481291052,-0.461966481291052
3.354,-0.101629173737959,-0.101729173737959,-0.101529173737959,-0.462092958683334,-0.462192958683334,-0.461992958683334
3.355,-0.101660575536103,-0.101760575536103,-0.101560575536103,-0.462119426174348,-0.462219426174348,-0.462019426174348
3.356,-0.101691970703411,-0.101791970703411,-0.101591970703411,-0.462145884302265,-0.462245884302265,-0.462045884302265
3.357,-0.101723359233071,-0.101823359233071,-0.101623359233071,-0.462172333009789,-0.462272333009789,-0.462072333009789
3.358,-0.101754741118263,-0.101854741118263,-0.101654741118263,-0.462198771411747,-0.462298771411747,-0.462098771411747
3.359,-0.101786116352156,-0.101886116352156,-0.101686116352156,-0.462225200432377,-0.462325200432377,-0.462125200432377
3.36,-0.101817484837768,-0.101917484837768,-0.101717484837768,-0.462251620066754,-0.462351620066754,-0.462151620066754
3.361,-0.101848846558796,-0.101948846558796,-0.101748846558796,-0.462278029640882,-0.462378029640882,-0.462178029640882
3.362,-0.101880201607604,-0.101980201607604,-0.101780201607604,-0.462304429493944,-0.462404429493944,-0.462204429493944
3.363,-0.101911549977319,-0.102011549977319,-0.101811549977319,-0.462330819942521,-0.462430819942521,-0.462230819942521
3.364,-0.10194289166106,-0.10204289166106,-0.10184289166106,-0.462357200674128,-0.462457200674128,-0.462257200674128
3.365,-0.101974226651934,-0.102074226651934,-0.101874226651934,-0.4623835712993,-0.4624835712993,-0.4622835712993
3.366,-0.102005554943042,-0.102105554943042,-0.101905554943042,-0.462409932501775,-0.462509932501775,-0.462309932501775
3.367,-0.102036876527469,-0.102136876527469,-0.101936876527469,-0.462436284276639,-0.462536284276639,-0.462336284276639
3.368,-0.102068191268168,-0.102168191268168,-0.101968191268168,-0.462462625660674,-0.462562625660674,-0.462362625660674
3.369,-0.102099499227109,-0.102199499227109,-0.101999499227109,-0.462488957556713,-0.462588957556713,-0.462388957556713
3.37,-0.102130800458201,-0.102230800458201,-0.102030800458201,-0.462515280006936,-0.462615280006936,-0.462415280006936
3.371,-0.102162094954491,-0.102262094954491,-0.102062094954491,-0.462541592390132,-0.462641592390132,-0.462441592390132
3.372,-0.102193382709017,-0.102293382709017,-0.102093382709017,-0.462567894919367,-0.462667894919367,-0.462467894919367
3.373,-0.102224663714806,-0.102324663714806,-0.102124663714806,-0.462594187984611,-0.462694187984611,-0.462494187984611
3.374,-0.102255937964875,-0.102355937964875,-0.102155937964875,-0.462620471299582,-0.462720471299582,-0.462520471299582
3.375,-0.102287205452232,-0.102387205452232,-0.102187205452232,-0.462646744401651,-0.462746744401651,-0.462546744401651
3.376,-0.102318465999098,-0.102418465999098,-0.102218465999098,-0.46267300802153,-0.46277300802153,-0.46257300802153
3.377,-0.102349719747021,-0.102449719747021,-0.102249719747021,-0.462699262154344,-0.462799262154344,-0.462599262154344
3.378,-0.102380966710814,-0.102480966710814,-0.102280966710814,-0.462725505815293,-0.462825505815293,-0.462625505815293
3.379,-0.102412206883444,-0.102512206883444,-0.102312206883444,-0.462751739929422,-0.462851739929422,-0.462651739929422
3.38,-0.102443440257867,-0.102543440257867,-0.102343440257867,-0.462777964538312,-0.462877964538312,-0.462677964538312
3.381,-0.102474666827028,-0.102574666827028,-0.102374666827028,-0.462804178971898,-0.462904178971898,-0.462704178971898
3.382,-0.102505886583864,-0.102605886583864,-0.102405886583864,-0.462830383519865,-0.462930383519865,-0.462730383519865
3.383,-0.102537099503467,-0.102637099503467,-0.102437099503467,-0.462856578544434,-0.462956578544434,-0.462756578544434
3.384,-0.102568305420155,-0.102668305420155,-0.102468305420155,-0.462882763682924,-0.462982763682924,-0.462782763682924
3.385,-0.102599504502883,-0.102699504502883,-0.102499504502883,-0.462908938604308,-0.463008938604308,-0.462808938604308
3.386,-0.102630696744547,-0.102730696744547,-0.102530696744547,-0.46293510398414,-0.46303510398414,-0.46283510398414
3.387,-0.102661882138031,-0.102761882138031,-0.102561882138031,-0.462961259759694,-0.463061259759694,-0.462861259759694
3.388,-0.102693060676209,-0.102793060676209,-0.102593060676209,-0.462987404994045,-0.463087404994045,-0.462887404994045
3.389,-0.102724232351948,-0.102824232351948,-0.102624232351948,-0.463013540668697,-0.463113540668697,-0.462913540668697
3.39,-0.1027553971581,-0.1028553971581,-0.1026553971581,-0.463039666778807,-0.463139666778807,-0.462939666778807
3.391,-0.102786555029338,-0.102886555029338,-0.102686555029338,-0.463065782500239,-0.463165782500239,-0.462965782500239
3.392,-0.102817705878905,-0.102917705878905,-0.102717705878905,-0.463091888409247,-0.463191888409247,-0.462991888409247
3.393,-0.102848849837003,-0.102948849837003,-0.102748849837003,-0.463117984735586,-0.463217984735586,-0.463017984735586
3.394,-0.102879986896446,-0.102979986896446,-0.102779986896446,-0.463144070933887,-0.463244070933887,-0.463044070933887
3.395,-0.102911117050036,-0.103011117050036,-0.102811117050036,-0.463170147016787,-0.463270147016787,-0.463070147016787
3.396,-0.102942240290567,-0.103042240290567,-0.102842240290567,-0.463196213498903,-0.463296213498903,-0.463096213498903
3.397,-0.102973356610823,-0.103073356610823,-0.102873356610823,-0.463222270105901,-0.463322270105901,-0.463122270105901
3.398,-0.103004466003576,-0.103104466003576,-0.102904466003576,-0.463248316302209,-0.463348316302209,-0.463148316302209
3.399,-0.103035568362396,-0.103135568362396,-0.102935568362396,-0.463274352879619,-0.463374352879619,-0.463174352879619
3.4,-0.103066663680793,-0.103166663680793,-0.102966663680793,-0.46330037982703,-0.46340037982703,-0.46320037982703
3.401,-0.103097752049554,-0.103197752049554,-0.102997752049554,-0.463326396076245,-0.463426396076245,-0.463226396076245
3.402,-0.103128833461411,-0.103228833461411,-0.103028833461411,-0.463352402688466,-0.463452402688466,-0.463252402688466
3.403,-0.103159907909087,-0.103259907909087,-0.103059907909087,-0.463378399658903,-0.463478399658903,-0.463278399658903
3.404,-0.103190975385291,-0.103290975385292,-0.103090975385291,-0.463404386149504,-0.463504386149504,-0.463304386149504
3.405,-0.103222035882727,-0.103322035882727,-0.103122035882727,-0.46343036273603,-0.46353036273603,-0.46333036273603
3.406,-0.103253089394085,-0.103353089394085,-0.103153089394085,-0.463456329662686,-0.463556329662686,-0.463356329662686
3.407,-0.103284135771146,-0.103384135771146,-0.103184135771146,-0.463482286332462,-0.463582286332462,-0.463382286332462
3.408,-0.10331517508904,-0.10341517508904,-0.10321517508904,-0.46350823283278,-0.46360823283278,-0.46340823283278
3.409,-0.103346207398474,-0.103446207398474,-0.103246207398474,-0.463534169655161,-0.463634169655161,-0.463434169655161
3.41,-0.103377232692098,-0.103477232692098,-0.103277232692098,-0.463560096435483,-0.463660096435483,-0.463460096435483
3.411,-0.10340825096255,-0.10350825096255,-0.10330825096255,-0.463586012789061,-0.463686012789061,-0.463486012789061
3.412,-0.103439262202461,-0.103539262202461,-0.103339262202461,-0.463611919446653,-0.463711919446653,-0.463511919446653
3.413,-0.10347026640445,-0.10357026640445,-0.10337026640445,-0.463637816268793,-0.463737816268793,-0.463537816268793
3.414,-0.103501263561126,-0.103601263561126,-0.103401263561126,-0.46366370241509,-0.46376370241509,-0.46356370241509
3.415,-0.103532253481778,-0.103632253481778,-0.103432253481778,-0.463689578847361,-0.463789578847361,-0.463589578847361
3.416,-0.103563236324545,-0.103663236324545,-0.103463236324545,-0.463715445560858,-0.463815445560858,-0.463615445560858
3.417,-0.103594212099365,-0.103694212099365,-0.103494212099365,-0.46374130152096,-0.46384130152096,-0.46364130152096
3.418,-0.103625180798807,-0.103725180798807,-0.103525180798807,-0.463767147667373,-0.463867147667373,-0.463667147667373
3.419,-0.103656142415429,-0.103756142415429,-0.103556142415429,-0.463792984076994,-0.463892984076994,-0.463692984076994
3.42,-0.103687096941777,-0.103787096941777,-0.103587096941777,-0.463818809916632,-0.463918809916632,-0.463718809916632
3.421,-0.10371804437039,-0.10381804437039,-0.10361804437039,-0.46384462571665,-0.46394462571665,-0.46374462571665
3.422,-0.103748984669777,-0.103848984669777,-0.103648984669777,-0.463870431761857,-0.463970431761857,-0.463770431761857
3.423,-0.103779917678069,-0.103879917678069,-0.103679917678069,-0.463896227411962,-0.463996227411962,-0.463796227411962
3.424,-0.103810843565773,-0.103910843565773,-0.103710843565773,-0.463922012805022,-0.464022012805022,-0.463822012805022
3.425,-0.103841762325383,-0.103941762325383,-0.103741762325383,-0.463947788425285,-0.464047788425285,-0.463847788425285
3.426,-0.103872673949385,-0.103972673949385,-0.103772673949385,-0.463973553816699,-0.464073553816699,-0.463873553816699
3.427,-0.103903578430254,-0.104003578430254,-0.103803578430254,-0.463999308742245,-0.464099308742245,-0.463899308742245
3.428,-0.103934475760455,-0.104034475760455,-0.103834475760455,-0.464025053877021,-0.464125053877021,-0.463925053877021
3.429,-0.103965365932443,-0.104065365932443,-0.103865365932443,-0.464050788940457,-0.464150788940457,-0.463950788940457
3.43,-0.103996248872563,-0.104096248872563,-0.103896248872563,-0.464076513337936,-0.464176513337936,-0.463976513337936
3.431,-0.104027124501265,-0.104127124501265,-0.103927124501265,-0.464102227926671,-0.464202227926671,-0.464002227926671
3.432,-0.104057992948648,-0.104157992948648,-0.103957992948648,-0.464127932592765,-0.464227932592765,-0.464027932592765
3.433,-0.104088854207126,-0.104188854207126,-0.103988854207126,-0.464153626401603,-0.464253626401603,-0.464053626401603
3.434,-0.104119708269102,-0.104219708269102,-0.104019708269102,-0.46417931038374,-0.46427931038374,-0.46407931038374
3.435,-0.104150555126968,-0.104250555126968,-0.104050555126968,-0.464204984534509,-0.464304984534509,-0.464104984534509
3.436,-0.104181394773108,-0.104281394773108,-0.104081394773108,-0.464230647742638,-0.464330647742638,-0.464130647742638
3.437,-0.104212227199893,-0.104312227199893,-0.104112227199893,-0.464256301057616,-0.464356301057616,-0.464156301057616
3.438,-0.104243052290784,-0.104343052290784,-0.104143052290784,-0.464281944523304,-0.464381944523304,-0.464181944523304
3.439,-0.104273870049964,-0.104373870049964,-0.104173870049964,-0.464307577170324,-0.464407577170324,-0.464207577170324
3.44,-0.104304680566432,-0.104404680566432,-0.104204680566432,-0.464333199757593,-0.464433199757593,-0.464233199757593
3.441,-0.104335483832517,-0.104435483832517,-0.104235483832517,-0.464358812477656,-0.464458812477656,-0.464258812477656
3.442,-0.10436627984054,-0.10446627984054,-0.10426627984054,-0.464384414493845,-0.464484414493845,-0.464284414493845
3.443,-0.104397068582811,-0.104497068582811,-0.104297068582811,-0.464410006292832,-0.464510006292832,-0.464310006292832
3.444,-0.104427850051628,-0.104527850051628,-0.104327850051628,-0.464435588206716,-0.464535588206716,-0.464335588206716
3.445,-0.104458624239283,-0.104558624239283,-0.104358624239283,-0.464461159522269,-0.464561159522269,-0.464361159522269
3.446,-0.104489390985623,-0.104589390985623,-0.104389390985623,-0.464486720472408,-0.464586720472408,-0.464386720472408
3.447,-0.104520150380001,-0.104620150380001,-0.104420150380001,-0.464512271519572,-0.464612271519572,-0.464412271519572
3.448,-0.104550902469605,-0.104650902469605,-0.104450902469605,-0.464537812064591,-0.464637812064591,-0.464437812064591
3.449,-0.104581647246681,-0.104681647246681,-0.104481647246681,-0.464563342105327,-0.464663342105327,-0.464463342105327
3.45,-0.104612384703467,-0.104712384703467,-0.104512384703467,-0.464588862225211,-0.464688862225211,-0.464488862225211
3.451,-0.10464311483219,-0.10474311483219,-0.10454311483219,-0.464614371929664,-0.464714371929664,-0.464514371929664
3.452,-0.104673837625065,-0.104773837625065,-0.104573837625065,-0.464639871000432,-0.464739871000432,-0.464539871000432
3.453,-0.104704553074299,-0.104804553074299,-0.104604553074299,-0.464665360132501,-0.464765360132501,-0.464565360132501
3.454,-0.104735260975389,-0.104835260975389,-0.104635260975389,-0.464690838926291,-0.464790838926291,-0.464590838926291
3.455,-0.104765961504317,-0.104865961504317,-0.104665961504317,-0.464716306966531,-0.464816306966531,-0.464616306966531
3.456,-0.104796654665739,-0.104896654665739,-0.104696654665739,-0.464741765050244,-0.464841765050244,-0.464641765050244
3.457,-0.104827340451819,-0.104927340451819,-0.104727340451819,-0.464767212863155,-0.464867212863155,-0.464667212863155
3.458,-0.104858018854711,-0.104958018854711,-0.104758018854711,-0.464792649812299,-0.464892649812299,-0.464692649812299
3.459,-0.104888689866557,-0.104988689866557,-0.104788689866557,-0.464818076787109,-0.464918076787109,-0.464718076787109
3.46,-0.104919353479491,-0.105019353479491,-0.104819353479491,-0.464843493548827,-0.464943493548827,-0.464743493548827
3.461,-0.104950009654936,-0.105050009654936,-0.104850009654936,-0.464868899346331,-0.464968899346331,-0.464768899346331
3.462,-0.104980658235383,-0.105080658235383,-0.104880658235383,-0.464894295151696,-0.464994295151696,-0.464794295151696
3.463,-0.105011299392829,-0.105111299392829,-0.104911299392829,-0.464919680791819,-0.465019680791819,-0.464819680791819
3.464,-0.105041933119367,-0.105141933119367,-0.104941933119367,-0.464945055377119,-0.465045055377119,-0.464845055377119
3.465,-0.105072559407075,-0.105172559407075,-0.104972559407075,-0.464970419952514,-0.465070419952514,-0.464870419952514
3.466,-0.105103178248024,-0.105203178248024,-0.105003178248024,-0.464995774400519,-0.465095774400519,-0.464895774400519
3.467,-0.105133789634274,-0.105233789634274,-0.105033789634274,-0.465021117713091,-0.465121117713091,-0.464921117713091
3.468,-0.105164393557875,-0.105264393557875,-0.105064393557875,-0.465046450997993,-0.465146450997993,-0.464946450997993
3.469,-0.105194989936239,-0.105294989936239,-0.105094989936239,-0.465071774183279,-0.465171774183279,-0.464971774183279
3.47,-0.105225578697765,-0.105325578697765,-0.105125578697765,-0.465097086162574,-0.465197086162574,-0.464997086162574
3.471,-0.105256159972297,-0.105356159972297,-0.105156159972297,-0.465122388096455,-0.465222388096455,-0.465022388096455
3.472,-0.105286733751843,-0.105386733751843,-0.105186733751843,-0.465147679948308,-0.465247679948308,-0.465047679948308
3.473,-0.105317300028399,-0.105417300028399,-0.105217300028399,-0.465172960533801,-0.465272960533801,-0.465072960533801
3.474,-0.105347858793951,-0.105447858793951,-0.105247858793951,-0.465198231056163,-0.465298231056163,-0.465098231056163
3.475,-0.105378410040476,-0.105478410040476,-0.105278410040476,-0.465223491503784,-0.465323491503784,-0.465123491503784
3.476,-0.105408953759937,-0.105508953759937,-0.105308953759937,-0.465248740634942,-0.465348740634942,-0.465148740634942
3.477,-0.105439489824985,-0.105539489824985,-0.105339489824985,-0.465273979685278,-0.465373979685278,-0.465173979685278
3.478,-0.105470018251415,-0.105570018251415,-0.105370018251415,-0.465299208650316,-0.465399208650316,-0.465199208650316
3.479,-0.105500539126182,-0.105600539126182,-0.105400539126182,-0.465324426274087,-0.465424426274087,-0.465224426274087
3.48,-0.105531052441209,-0.105631052441209,-0.105431052441209,-0.465349633791903,-0.465449633791903,-0.465249633791903
3.481,-0.105561558188408,-0.105661558188408,-0.105461558188408,-0.465374831206766,-0.465474831206766,-0.465274831206766
3.482,-0.105592056359683,-0.105692056359683,-0.105492056359683,-0.465400017259236,-0.465500017259236,-0.465300017259236
3.483,-0.105622546946924,-0.105722546946924,-0.105522546946924,-0.465425193184053,-0.465525193184053,-0.465325193184053
3.484,-0.105653029942012,-0.105753029942012,-0.105553029942012,-0.465450358988273,-0.465550358988273,-0.465350358988273
3.485,-0.105683505172064,-0.105783505172064,-0.105583505172064,-0.465475513398324,-0.465575513398324,-0.465375513398324
3.486,-0.105713972741787,-0.105813972741787,-0.105613972741787,-0.465500657669671,-0.465600657669671,-0.465400657669671
3.487,-0.1057444326945,-0.1058444326945,-0.1056444326945,-0.465525791790361,-0.465625791790361,-0.465425791790361
3.488,-0.105774885022041,-0.105874885022041,-0.105674885022041,-0.465550914499201,-0.465650914499201,-0.465450914499201
3.489,-0.105805329716239,-0.105905329716239,-0.105705329716239,-0.465576027056629,-0.465676027056629,-0.465476027056629
3.49,-0.105835766768911,-0.105935766768911,-0.105735766768911,-0.465601129417585,-0.465701129417585,-0.465501129417585
3.491,-0.105866196171864,-0.105966196171864,-0.105766196171864,-0.465626220369651,-0.465726220369651,-0.465526220369651
3.492,-0.105896617916896,-0.105996617916896,-0.105796617916896,-0.46565130115271,-0.46575130115271,-0.46555130115271
3.493,-0.105927031784809,-0.106027031784809,-0.105827031784809,-0.46567637168256,-0.46577637168256,-0.46557637168256
3.494,-0.105957437970761,-0.106057437970761,-0.105857437970761,-0.465701430817402,-0.465801430817402,-0.465601430817402
3.495,-0.105987836473675,-0.106087836473675,-0.105887836473675,-0.465726479765667,-0.465826479765667,-0.465626479765667
3.496,-0.106018227285305,-0.106118227285305,-0.105918227285305,-0.465751518392905,-0.465851518392905,-0.465651518392905
3.497,-0.106048610397394,-0.106148610397394,-0.105948610397394,-0.465776545650092,-0.465876545650092,-0.465676545650092
3.498,-0.106078985801676,-0.106178985801676,-0.105978985801676,-0.465801562703164,-0.465901562703164,-0.465701562703164
3.499,-0.106109353489872,-0.106209353489872,-0.106009353489872,-0.465826569356212,-0.465926569356212,-0.465726569356212
3.5,-0.106139713415771,-0.106239713415771,-0.106039713415771,-0.465851564675321,-0.465951564675321,-0.465751564675321
3.501,-0.106170065426843,-0.106270065426843,-0.106070065426843,-0.465876549772791,-0.465976549772791,-0.465776549772791
3.502,-0.106200409696488,-0.106300409696488,-0.106100409696488,-0.465901524379982,-0.466001524379982,-0.465801524379982
3.503,-0.106230746216383,-0.106330746216383,-0.106130746216383,-0.465926487700618,-0.466026487700618,-0.465826487700618
3.504,-0.106261074978198,-0.106361074978198,-0.106161074978198,-0.465951440782128,-0.466051440782128,-0.465851440782128
3.505,-0.106291395973592,-0.106391395973592,-0.106191395973592,-0.465976383271671,-0.466076383271671,-0.465876383271671
3.506,-0.106321709194212,-0.106421709194212,-0.106221709194212,-0.466001314533454,-0.466101314533454,-0.465901314533454
3.507,-0.106352014631696,-0.106452014631696,-0.106252014631696,-0.466026235538629,-0.466126235538629,-0.465926235538629
3.508,-0.10638231219388,-0.10648231219388,-0.10628231219388,-0.466051145838665,-0.466151145838665,-0.465951145838665
3.509,-0.106412601817926,-0.106512601817926,-0.106312601817926,-0.466076044981235,-0.466176044981235,-0.465976044981235
3.51,-0.106442883633231,-0.106542883633231,-0.106342883633231,-0.466100933849747,-0.466200933849747,-0.466000933849747
3.511,-0.106473157631392,-0.106573157631392,-0.106373157631392,-0.466125811888295,-0.466225811888295,-0.466025811888295
3.512,-0.10650342380399,-0.106603423803991,-0.10640342380399,-0.466150678851306,-0.466250678851306,-0.466050678851306
3.513,-0.106533682142601,-0.106633682142601,-0.106433682142601,-0.466175535522837,-0.466275535522837,-0.466075535522837
3.514,-0.106563932638785,-0.106663932638785,-0.106463932638785,-0.466200381227846,-0.466300381227846,-0.466100381227846
3.515,-0.106594175284095,-0.106694175284095,-0.106494175284095,-0.466225215950988,-0.466325215950988,-0.466125215950988
3.516,-0.106624409939621,-0.106724409939621,-0.106524409939621,-0.46625004036525,-0.46635004036525,-0.46615004036525
3.517,-0.106654636633783,-0.106754636633783,-0.106554636633783,-0.46627485366457,-0.46637485366457,-0.46617485366457
3.518,-0.106684855451206,-0.106784855451206,-0.106584855451206,-0.466299656087544,-0.466399656087544,-0.466199656087544
3.519,-0.106715066383399,-0.106815066383399,-0.106615066383399,-0.466324448184275,-0.466424448184275,-0.466224448184275
3.52,-0.10674526942186,-0.10684526942186,-0.10664526942186,-0.466349229005642,-0.466449229005642,-0.466249229005642
3.521,-0.106775464558077,-0.106875464558077,-0.106675464558077,-0.466373999068174,-0.466473999068174,-0.466273999068174
3.522,-0.106805651783526,-0.106905651783526,-0.106705651783526,-0.466398758787117,-0.466498758787117,-0.466298758787117
3.523,-0.106835831089673,-0.106935831089673,-0.106735831089673,-0.466423507058183,-0.466523507058183,-0.466323507058183
3.524,-0.106866002290055,-0.106966002290055,-0.106766002290055,-0.466448244700023,-0.466548244700023,-0.466348244700023
3.525,-0.106896165505944,-0.106996165505944,-0.106796165505944,-0.466472971980969,-0.466572971980969,-0.466372971980969
3.526,-0.106926320776405,-0.107026320776405,-0.106826320776405,-0.466497687629304,-0.466597687629304,-0.466397687629304
3.527,-0.10695646809286,-0.10705646809286,-0.10685646809286,-0.466522392790246,-0.466622392790246,-0.466422392790246
3.528,-0.106986607446721,-0.107086607446721,-0.106886607446721,-0.46654708751495,-0.46664708751495,-0.46644708751495
3.529,-0.107016738829391,-0.107116738829391,-0.106916738829391,-0.466571770526053,-0.466671770526053,-0.466471770526053
3.53,-0.10704686223226,-0.10714686223226,-0.10694686223226,-0.466596443145891,-0.466696443145891,-0.466496443145891
3.531,-0.107076977646708,-0.107176977646708,-0.106976977646708,-0.466621105128353,-0.466721105128353,-0.466521105128353
3.532,-0.107107084837896,-0.107207084837896,-0.107007084837896,-0.466645755555449,-0.466745755555449,-0.466545755555449
3.533,-0.107137184021568,-0.107237184021568,-0.107037184021568,-0.466670395574027,-0.466770395574027,-0.466570395574027
3.534,-0.107167275190429,-0.107267275190429,-0.107067275190429,-0.466695024741561,-0.466795024741561,-0.466595024741561
3.535,-0.107197358335816,-0.107297358335816,-0.107097358335816,-0.466719642524469,-0.466819642524469,-0.466619642524469
3.536,-0.107227433449054,-0.107327433449054,-0.107127433449054,-0.46674424988165,-0.46684424988165,-0.46664424988165
3.537,-0.107257500521458,-0.107357500521458,-0.107157500521458,-0.466768846161467,-0.466868846161467,-0.466668846161467
3.538,-0.107287559544333,-0.107387559544333,-0.107187559544333,-0.466793431240058,-0.466893431240058,-0.466693431240058
3.539,-0.107317610463245,-0.107417610463245,-0.107217610463245,-0.466818005875732,-0.466918005875732,-0.466718005875732
3.54,-0.107347653131331,-0.107447653131331,-0.107247653131331,-0.466842569194956,-0.466942569194956,-0.466742569194956
3.541,-0.107377687723266,-0.107477687723266,-0.107277687723266,-0.466867121509142,-0.466967121509142,-0.466767121509142
3.542,-0.107407714230311,-0.107507714230311,-0.107307714230311,-0.466891663363234,-0.466991663363234,-0.466791663363234
3.543,-0.107437732643716,-0.107537732643716,-0.107337732643716,-0.466916193648889,-0.467016193648889,-0.466816193648889
3.544,-0.10746774295472,-0.10756774295472,-0.10736774295472,-0.466940713138589,-0.467040713138589,-0.466840713138589
3.545,-0.107497745154551,-0.107597745154551,-0.107397745154551,-0.466965222151075,-0.467065222151075,-0.466865222151075
3.546,-0.107527739234426,-0.107627739234426,-0.107427739234426,-0.466989719330109,-0.467089719330109,-0.466889719330109
3.547,-0.107557725091919,-0.107657725091919,-0.107457725091919,-0.467014205935284,-0.467114205935284,-0.466914205935284
3.548,-0.107587702673839,-0.107687702673839,-0.107487702673839,-0.467038681877427,-0.467138681877427,-0.466938681877427
3.549,-0.107617672108916,-0.107717672108916,-0.107517672108916,-0.467063146045404,-0.467163146045404,-0.466963146045404
3.55,-0.107647633388326,-0.107747633388326,-0.107547633388326,-0.467087599706054,-0.467187599706054,-0.466987599706054
3.551,-0.10767758650323,-0.10777758650323,-0.10757758650323,-0.467112042421018,-0.467212042421018,-0.467012042421018
3.552,-0.10770753144478,-0.10780753144478,-0.10760753144478,-0.467136473601552,-0.467236473601552,-0.467036473601552
3.553,-0.107737468204119,-0.107837468204119,-0.107637468204119,-0.467160894257717,-0.467260894257717,-0.467060894257717
3.554,-0.107767396772377,-0.107867396772377,-0.107667396772377,-0.467185303672194,-0.467285303672194,-0.467085303672194
3.555,-0.107797316998295,-0.107897316998295,-0.107697316998295,-0.467209701805341,-0.467309701805341,-0.467109701805341
3.556,-0.107827228924005,-0.107927228924005,-0.107727228924005,-0.467234089397095,-0.467334089397095,-0.467134089397095
3.557,-0.107857132631481,-0.107957132631481,-0.107757132631481,-0.467258465437683,-0.467358465437683,-0.467158465437683
3.558,-0.107887028111808,-0.107987028111808,-0.107787028111808,-0.467282830463505,-0.467382830463505,-0.467182830463505
3.559,-0.107916915356062,-0.108016915356062,-0.107816915356062,-0.467307184930947,-0.467407184930947,-0.467207184930947
3.56,-0.107946794355309,-0.108046794355309,-0.107846794355309,-0.467331527524158,-0.467431527524158,-0.467231527524158
3.561,-0.107976665100601,-0.108076665100601,-0.107876665100601,-0.467355859382778,-0.467455859382778,-0.467255859382778
3.562,-0.108006527582981,-0.108106527582981,-0.107906527582981,-0.467380180518432,-0.467480180518432,-0.467280180518432
3.563,-0.108036381601515,-0.108136381601515,-0.107936381601515,-0.467404489738303,-0.467504489738303,-0.467304489738303
3.564,-0.108066227295328,-0.108166227295328,-0.107966227295328,-0.467428788369879,-0.467528788369879,-0.467328788369879
3.565,-0.108096064698809,-0.108196064698809,-0.107996064698809,-0.467453075936882,-0.467553075936882,-0.467353075936882
